,English Company Name,Chinese Company Name,Valid Licence since,District,Address,Telephone No,FAX,Email,Placement Type
120,Alan Partners Limited,,2021,Eastern District,"Room A, 19th floor, Max Share Centre, 367-373 King's Road, North Point, Hong Kong", , ,alanpartnersasia@gmail.com,"Office Staff / Executive Search, Imported Worker"
121,ALCC CONSULTANT LIMITED,,2016,Kowloon City District,"Unit M1, 5th floor, Kaiser Estate Phase 3, 9-11 Hok Yuen Street, Hung Hom, Kowloon",81023007,30119572,clara@alcchk.com,Office Staff / Executive Search
122,ALEXANDER HUNT INTERNATIONAL LIMITED,,2019,Yau Tsim Mong District,"Room 701, 7th floor, Tower 2, Silvercord, 30 Canton Road, Tsim Sha Tsui, Kowloon",36753631, ,info@alexander-hunt.com,Office Staff / Executive Search
123,ALEXANDER MANN SOLUTIONS (HK) LIMITED,,2009,Central and Western District,"Unit 1108, 11th floor, Two Chinachem Central, 26 Des Voeux Road Central, Central, Hong Kong", , ,PCMailbox@alexmann.com,Office Staff / Executive Search
124,ALEXIS SERVICES LIMITED,雅樂仕服務有限公司,2017,Yau Tsim Mong District,"Flat 1705-1706, 17th floor, Podium Plaza, 5 Hanoi Road, Tsim Sha Tsui, Kowloon",23126993,30209558,thom@alexisservices.com,Office Staff / Executive Search
125,ALIBABA CONSULTANT AGENCY,阿里巴巴顧問公司,2021,Yau Tsim Mong District,"Room 1015, 10th floor, Golden Era Plaza, 39 Sai Yee Street, Mong Kok, Kowloon",21172836,25242534,maychan5239@gmail.com,Foreign Domestic Helpers
126,Align Group Limited,,2018,Central and Western District,"Level 19, West Exchange Tower, 322 Des Voeux Road Central, Sheung Wan, Hong Kong",34695555, ,btang@aligngroup.com.hk,Office Staff / Executive Search
127,Aline Company Limited,,2020,Tsuen Wan District,"Workshop F, 25th floor, Shield Industrial Centre, 84-92 Chai Wan Kok Street, Tsuen Wan, New Territories",23430202,23430208,chacochu1321@gmail.com,"Office Staff / Executive Search, Imported Worker"
128,Alistair Consultants Limited,,2017,Sha Tin District,"Flat D, 9th floor, Tower E, The Grandville, 2 Lok Kwai Path, Sha Tin, New Territories",96329694, ,alicewan@netvigator.com,Office Staff / Executive Search
129,ALL DECISION INTERNATIONAL ENTERPRISE,創國際企業,2006,Yau Tsim Mong District,"2nd floor, 26 Jordan Road, Yau Ma Tei, Kowloon",96546477, ,alldecision@yahoo.com,Foreign Domestic Helpers
130,ALL MARKET CONSULTING LIMITED,,2014,Wan Chai District,"17th floor, 80 Gloucester Road, Wan Chai, Hong Kong",35686323,81472826,keith@allmarket.com.hk,Office Staff / Executive Search
131,ALL PROFIT ALLIANCE LIMITED,,2019,Kwun Tong District,"Room 606, 6th floor, Genplas Industrial Building, 56 Hoi Yuen Road, Kwun Tong, Kowloon",36202109, ,hr@yesmaster.com.hk,Office Staff / Executive Search
132,ALL RIGHT EMPLOYMENT AGENCY,佳信僱傭中心,2008, ,"Shop 10, 1st floor, Cheong Sing Building, 3 Wang Fat Path, Yuen Long, New Territories", , , ,Foreign Domestic Helpers
133,All Round Employment Agency,安選專業僱傭中心,2002,Eastern District,"Room 1101, 11th floor, Jupiter Tower, 9 Jupiter Street, North Point, Hong Kong",23919276,23922698,donna821128@yahoo.com.hk,"Local Domestic Helpers, Foreign Domestic Helpers, Office Staff / Executive Search"
134,ALL THE BEST EMPLOYMENT LIMITED,萬好僱傭有限公司,2010,Tsuen Wan District,"Room G14, Ground floor, Foo Yu Building, 5 Wun Tung Street, Tsuen Wan, New Territories",69398377/93867617, ,allthebest.ea@gmail.com,"Local Domestic Helpers, Foreign Domestic Helpers"
135,All The Way Success,澤成集團,2015,Yau Tsim Mong District,"Room 907, 9th floor, Tower 2, Silvercord, 30 Canton Road, Tsim Sha Tsui, Kowloon",23282229,21203839,paulinetse0897@yahoo.com.hk,Imported Worker
136,ALL WORLDWIDE LIMITED,弘皓有限公司,2018,Eastern District,"Room 2105A, 21st floor, K. Wah Centre, 191 Java Road, North Point, Hong Kong",28152345,28152322,info@allworld.hk,Office Staff / Executive Search
137,All-Star Agency Limited,,2021,Central and Western District,"10th floor, Champion Tower, 3 Garden Road, Central, Hong Kong",39018971, ,jleung@allstaragency.co,Office Staff / Executive Search
138,Allegiance Consulting Group Limited,,2020,Central and Western District,"Unit 12, 21st floor, Wayson Commercial Building, 28 Connaught Road West, Sheung Wan, Hong Kong",35989701, ,LOUIS@ALLEGIANCECG.COM,Office Staff / Executive Search
139,Allegis Global Solutions,,2015,Eastern District,"Unit 301, 3rd floor, Cambridge House, Taikoo Place, 979 King's Road, Quarry Bay, Hong Kong",39743016, ,lywood@allegisglobalsolutions.com,Office Staff / Executive Search
140,Allegis Partners,,2015,Central and Western District,"Unit 2308-2310, Prosperity Tower, 39 Queen's Road Central, Central, Hong Kong",31019678, ,hongkong@mlaglobal.com,Office Staff / Executive Search
141,Allwin Employment Centre Limited,百喜僱傭中心有限公司,2003,Kowloon City District,"Mezzanine floor, 408 Ma Tau Wai Road, Hung Hom, Kowloon",28668585,28669595,allwin_employment@outlook.com,Foreign Domestic Helpers
142,Allwin Employment Centre Limited,百喜僱傭中心有限公司,2004, ,"Shop 29, Ground floor, Laguna Arcade, Phase 3, Laguna City, Cha Kwo Ling Road, Lam Tin, Kowloon", , , ,Foreign Domestic Helpers
143,Allwin Employment Centre Limited,百喜僱傭中心有限公司,2006,Kwai Tsing District,"Flat 3602, 36th floor, Block A, Wang Chau House, Ching Wang Court, 1 Nga Ying Chau Street, Tsing Yi, New Territories",23336833,23339960,allwin_employment@outlook.com,Foreign Domestic Helpers
144,ALLWORTH CONSULTANTS LIMITED,,2011,Kwun Tong District,"Office C2, 30th floor, TG Place, 10 Shing Yip Street, Kwun Tong, Kowloon",37528866,37530027,daniel.wong@allworthconsultants.com,Office Staff / Executive Search
145,ALOHA EMPLOYMENT,世博僱傭,2020,Kwai Tsing District,"Suite 907, 9th floor, Fook Yip Building, 53-57 Kwai Fung Crescent, Kwai Chung, New Territories",60153935,98842132,hkaloha@126.com,"Local Domestic Helpers, Foreign Domestic Helpers, Office Staff / Executive Search, Imported Worker"
146,Alpha Access Limited,,2018,Central and Western District,"Office 103, 1st floor, Kai Wong Commercial Building, 224 Queen's Road Central, Sheung Wan, Hong Kong",65086165, ,Li@al-access.com,Office Staff / Executive Search
147,Alpha Omega Employment Limited,愛庭僱傭有限公司,2020,Yau Tsim Mong District,"Shop 7A, Ground floor, 177 Prince Edward Road West, Prince Edward, Kowloon",23833783,23833173,info@aoelhk.com,Foreign Domestic Helpers
148,Alphaslab International Company Limited,樂哲國際有限公司,2019,Yau Tsim Mong District,"Room 605, 6th floor, Witty Commercial Building, 1A-1L Tung Choi Street, Mong Kok, Kowloon",91846167, ,morton.lo@alphaslab.com,Office Staff / Executive Search
149,Alps Consultancy Limited,,2018,Wong Tai Sin District,"Unit 11, 19th floor, Laurels Industrial Centre, 32 Tai Yau Street, San Po Kong, Kowloon",63868452, ,angel@alpshr.com,Office Staff / Executive Search
150,ALS International Limited,,2002,Wan Chai District,"10-110, 10th floor, YF Life Tower, 33 Lockhart Road, Wan Chai, Hong Kong",29209100, ,t.harjani@alsrecruit.com,Office Staff / Executive Search
151,AMAHSEARCH LIMITED,搜傭有限公司,2009,Central and Western District,"Room 1003-1004, 10th floor, Yat Fat Building, 44-46 Des Voeux Road Central, Central, Hong Kong",29150031,39091811,info@amahsearch.com,"Local Domestic Helpers, Foreign Domestic Helpers, Imported Worker"
152,AMARA EMPLOYMENT AGENCY,愛誠顧傭公司,2012,Wan Chai District,"Room 501A, 5th floor, Causeway Bay Commercial Building, 1-13 Sugar Street, Causeway Bay, Hong Kong",27722298,23990773,contact@amaraemployment.com.hk,Foreign Domestic Helpers
153,AMARIS CONSULTING,,2020,Wan Chai District,"Room 1702, 17th floor, On Hong Commercial Building, 145 Hennessy Road, Wanchai, Hong Kong",27110908, ,contact@octav.law,"Office Staff / Executive Search, Imported Worker"
154,Amazin Consultants Limited,,2020,Wan Chai District,"Flat B, 14th floor, Hyde Centre, 221-226 Gloucester Road, Wan Chai, Hong Kong",25728630, ,amazinhr1@gmail.com,Office Staff / Executive Search
155,AMAZING GRACE EMPLOYMENT CENTRE,奇恩僱傭中心,2019,Yau Tsim Mong District,"Room 1417, 14th floor, Solo Building, 41-43 Carnarvon Road, Tsim Sha Tsui, Kowloon",92674218, ,gracepong428@yahoo.com.hk,"Local Domestic Helpers, Foreign Domestic Helpers, Office Staff / Executive Search, Imported Worker"
156,Amber Services,,2017,Central and Western District,"Unit 1102, 11th floor, Wayson Commercial Building, 28 Connaught Road West, Sheung Wan, Hong Kong",63384681, ,lamhokin@yahoo.com,Office Staff / Executive Search
157,Ambition Group Hong Kong Limited,安聘信(香港)有限公司,2008, ,"Level 25, 28 Hennessy Road, Wan Chai, Hong Kong", , , ,Office Staff / Executive Search
158,Ambitious People Hong Kong Limited,,2017,Central and Western District,"7th floor, Low Block, Grand Millennium Plaza, 181 Queen's Road Central, Sheung Wan, Hong Kong", , , ,Office Staff / Executive Search
159,AMC Associates,,2009,Wan Chai District,"22nd floor, On Hong Commercial Building, 145 Hennessy Road, Wan Chai, Hong Kong",96422998, , ,Office Staff / Executive Search
160,AMI Personnel Consultants Co,,1999,Yau Tsim Mong District,"Room 11, 23rd floor, Wealth Commercial Centre, 48 Kwong Wa Street, Mong Kok, Kowloon",21421151,23329523,jobs@ami.com.hk,Office Staff / Executive Search
161,AMIBA PARTNERS LIMITED,,2021,Yau Tsim Mong District,"Flat A, 5th floor, R&T Centre, 81-83 Larch Street, Tai Kok Tsui, Kowloon",90837158, ,info@amibapartners.com,Office Staff / Executive Search
162,Amrop China,,2011,Southern District,"Units 901-903, Level 9, Core C, Cyberport 3, 100 Cyberport Road, Cyberport, Hong Kong",25202083/22301128, ,talent@amropchina.com,Office Staff / Executive Search
163,AmSearch,豐盛才庫,2008,Central and Western District,"Unit A, 14th floor, Two Chinachem Plaza, 135 Des Voeux Road Central, Central, Hong Kong", , , ,Office Staff / Executive Search
164,An Apple Travel & Employment Services Limited,紅蘋果旅遊僱傭服務有限公司,2005,Yau Tsim Mong District,"Room 907, 9th floor, Tower 2, Silvercord, 30 Canton Road, Tsim Sha Tsui, Kowloon", , , ,Foreign Domestic Helpers
165,ANCITY EMPLOYMENT CENTRE,愛都僱傭中心,2019,Yuen Long District,"Shop 35B, Ground floor, Hop Yick Commercial Centre, 33 Hop Choi Street, Yuen Long, New Territories",24292276,34827805,ancityhongkong@yahoo.com,Foreign Domestic Helpers
166,ANDA CO.,安達行,2004,Wan Chai District,"Flat B, 15th floor, Lucky Plaza, 315-321 Lockhart Road, Wan Chai, Hong Kong",31705070,25770705,andacocl@biznetvigator.com,Foreign Domestic Helpers
167,ANDREW FOUND LIMITED,,2016,Central and Western District,"M floor, Sun House, 181 Des Voeux Road Central, Sheung Wan, Hong Kong",96007497, ,himsir@andrewfound.com,Office Staff / Executive Search
168,Andy & Master Human Resources Consultant Co. Limited,百事達僱傭中心有限公司,2010,Central and Western District,"Room 702, 7th floor, Sunny House, 12-16 Li Yuen Street West, Central, Hong Kong",24300045,35477949,andy&master16@gmail.com,"Local Domestic Helpers, Foreign Domestic Helpers"
169,Angels Caregiver Limited,天使護理僱傭有限公司,2018,Sha Tin District,"Flat 11, 7th floor, Goldfield Industrial Centre, 1 Sui Wo Road, Fotan, Sha Tin, New Territories",21511133, ,info@angelscaregiver.com,"Local Domestic Helpers, Foreign Domestic Helpers, Office Staff / Executive Search, Imported Worker"
170,Angels Caregiver Limited,天使護理僱傭有限公司,2021,Central and Western District,"Unit 2, 9th floor, Kai Yue Commercial Building, 2C Argyle Street, Mong Kok, Kowloon",21511133, ,info@angelscaregiver.com,"Local Domestic Helpers, Foreign Domestic Helpers, Imported Worker"
171,ANLIDA,安利達,2019,Wan Chai District,"8th floor, United Building, 449 Hennessy Road, Causeway Bay, Hong Kong",28816655,30057600, ,Foreign Domestic Helpers
172,ANLIDA,安利達,2019,Tai Po District,"Shop 2, Ground floor, 88 Square, 88 Po Heung Street, Tai Po Market, Tai Po, New Territories",26569183,26569109, ,Foreign Domestic Helpers
173,ANLIDA,安利達,2019,Kwun Tong District,"Shop 336, Level 4, Sceneway Plaza, 8 Sceneway Road, Lam Tin, Kowloon",27720086,27720087, ,Foreign Domestic Helpers
174,ANNE THIESEN LIMITED,,2011,Eastern District,"2nd floor, Lok's Industrial Building, 204 Tsat Tsz Mui Road, Quarry Bay, Hong Kong",61098123, ,anne@annethiesen.com.hk,Office Staff / Executive Search
175,ANNEXIS GROUP LIMITED,,2019,Central and Western District,"27th floor, World Wide House, 19 Des Voeux Road Central, Central, Hong Kong",39752863, ,INFO@ANNEXIS-GROUP.COM,Office Staff / Executive Search
176,ANNI EMPLOYMENT COMPANY LIMITED,安悅僱傭有限公司,2019,Kwai Tsing District,"Room 1504-1505, 15th floor, Block B, Vigor Industrial Building, 14-20 Cheung Tat Road, Tsing Yi, New Territories",93227006, ,mymty13g@yahoo.com.hk,"Local Domestic Helpers, Foreign Domestic Helpers, Other Non-office Worker"
177,ANSTAR LIMITED,愛星有限公司,2006,Yuen Long District,"Flat A-B, 1st floor, Hung Wan Building, 35 On Ning Road, Yuen Long, New Territories", , , ,Foreign Domestic Helpers
178,ANSTAR LIMITED,愛星有限公司,2012,Kowloon City District,"Shop 77, First Basement, Home World, Site 12, Whampoa Garden, Hung Hom, Kowloon",23339015,23331035,maidhomei@gmail.com,Foreign Domestic Helpers
179,ANTHORA,,2009, ,"Flat Q, 15th floor, Kiu Hing Mansion, 11 Tin Hau Temple Road, North Point, Hong Kong", , , ,Office Staff / Executive Search
180,Antnergy Social Resources,,2019,Yau Tsim Mong District,"Flat 1003, 10th floor, Block 2, China Hong Kong City, 33 Canton Road, Tsim Sha Tsui, Kowloon",92334525, ,samantha.chan@antnergy.org,Office Staff / Executive Search
181,ANYWHERE EVERYWHERE SIX DEGREES LINK LIMITED,六度全方位有限公司,2016,Wan Chai District,"Room 1802, 18th floor, Fortis Tower, 77 Gloucester Road, Wan Chai, Hong Kong",38985599, ,info@sixdegreeslink.com,Office Staff / Executive Search
182,Aoba Executive Recruitment,,2017,Wan Chai District,"Room 301, 3rd floor, Sun Hung Kai Centre, 30 Harbour Road, Wan Chai, Hong Kong",39294800,28507151,hojin@aoba.com.hk,Office Staff / Executive Search
183,AORTA PROFESSIONAL SEARCH GROUP,,2017,Central and Western District,"Level 19, West Exchange Tower, 322 Des Voeux Road Central, Sheung Wan, Hong Kong",34695510,34695455,vivian.yeung@pplbservices.com,Office Staff / Executive Search
184,AOSOURCE COMPANY LIMITED,,2017,Central and Western District,"Unit 903, 9th floor, On Lok Yuen Building, 25-27A Des Voeux Road Central, Central, Hong Kong",28106677,30071477,yvettefung2003@yahoo.com.hk,Office Staff / Executive Search
185,APASS INTERNATIONAL HONG KONG COMPANY LIMITED,,2012,Sham Shui Po District,"Unit 708, 7th floor, Sterling Centre, 11 Cheung Yue Street, Cheung Sha Wan, Kowloon",23289039, ,dorothy.mok@apass.com.hk,Office Staff / Executive Search
186,Apec Employment Agency,尚一顧問公司,2000,Eastern District,"Room 1809, 18th floor, Wellborne Commercial Centre, 8 Java Road, North Point, Hong Kong",28891166,28983236, ,Foreign Domestic Helpers
187,Apegen Limited,,2012,Yau Tsim Mong District,"Room 701, 7th floor, Tower 2, Silvercord, 30 Canton Road, Tsim Sha Tsui, Kowloon",21627432,21627639,info@apegen.com,Office Staff / Executive Search
188,APEX BUSINESS SERVICES LIMITED,,2021,Central and Western District,"18th floor, Chun Wo Commercial Centre, 23-29 Wing Wo Street, Central, Hong Kong",28917722,28916833,email@toyapex.com.hk,"Office Staff / Executive Search, Imported Worker"
189,APEX MINDS LIMITED,,2021,Central and Western District,"Suite A4, Unit 810, 8th floor, Wayson Commercial Building, 28 Connaught Road West, Sheung Wan, Hong Kong",60175359, ,gedwards@apexminds.com,Office Staff / Executive Search
190,APEX ONE EMPLOYMENT,,2017,Kwun Tong District,"28th floor, Fun Tower, 35 Hung To Road, Kwun Tong, Kowloon",35006770/61686085, ,apexone.employment@gmail.com,Foreign Domestic Helpers
191,Apex Oriental HR Consultants Limited,權智東匯人力顧問有限公司,2017,Wan Chai District,"Room 1, 22nd floor, Malaysia Building, 50 Gloucester Road, Wan Chai, Hong Kong",23331230,23330847,Apexpro_HR@yahoo.com.hk,Office Staff / Executive Search
192,Aphrodia Asia Limited,,2014, ,"Flat B, 7th floor, Shing Hing Commercial Building, 21-27 Wing Kut Street, Central, Hong Kong", , , ,Office Staff / Executive Search
193,APIK EMPLOYMENT AGENCY,安盛僱傭公司,2021,Central and Western District,"Unit B, 11th floor, Shing Lee Commercial Building, 8 Wing Kut Street, Sheung Wan, Hong Kong",35202208/35202209,35202210,apikhk@hotmail.com,Foreign Domestic Helpers
194,APL Hong Kong,,2021,Eastern District,"10th floor, Lee & Man Commercial Center, 169 Electric Road, North Point, Hong Kong",28952616,28953571,hongkong@adecco.com,Office Staff / Executive Search
195,APLUS DIRECT MAID HIRE EMPLOYMENT AGENCY COMPANY LIMITED,,2018,Wan Chai District,"Flat B, 18th floor, Heng Shan Centre, 141-145 Queen's Road East, Wan Chai, Hong Kong",39710428,21560220,maggie@aplusdirectmaid.com,Foreign Domestic Helpers
196,Aplus Talent Asia Limited,,2018,Central and Western District,"Room 702, 7th floor, Fu Fai Commercial Centre, 27 Hillier Street, Sheung Wan, Hong Kong",37963381, ,IVOR.WAI@APLUSTA.COM,Office Staff / Executive Search
197,Apollo Search Partners Limited,,2020,Central and Western District,"16th floor, The Hong Kong Club Building, 3A Chater Road, Central, Hong Kong",39748810,39748899,enquiries@apollosearchpartners.com,Office Staff / Executive Search
198,APS ENTERPRISES CO. LIMITED,,2011,Sham Shui Po District,"Flat 1101, 11th floor, Tower 1, Cheung Sha Wan Plaza, 833 Cheung Sha Wan Road, Lai Chi Kok, Kowloon",27309022,39058836,cv@i-aps.net,Office Staff / Executive Search
